_year	sex	dep	age	rate	gor
2010	1	9	0	.0047365	10
2011	1	9	0	.0046188	10
2012	1	9	0	.0046188	10
2013	1	9	0	.0046188	10
2014	1	9	0	.0046188	10
2015	1	9	0	.0046188	10
2010	2	9	0	.0036805	10
2011	2	9	0	.0035623	10
2012	2	9	0	.0035623	10
2013	2	9	0	.0035623	10
2014	2	9	0	.0035623	10
2015	2	9	0	.0035623	10
2010	1	9	1	.0003593	10
2011	1	9	1	.0003336	10
2012	1	9	1	.0003336	10
2013	1	9	1	.0003336	10
2014	1	9	1	.0003336	10
2015	1	9	1	.0003336	10
2010	2	9	1	.000405	10
2011	2	9	1	.0004129	10
2012	2	9	1	.0004129	10
2013	2	9	1	.0004129	10
2014	2	9	1	.0004129	10
2015	2	9	1	.0004129	10
2010	1	9	2	.0001594	10
2011	1	9	2	.0001488	10
2012	1	9	2	.0001488	10
2013	1	9	2	.0001488	10
2014	1	9	2	.0001488	10
2015	1	9	2	.0001488	10
2010	2	9	2	.000177	10
2011	2	9	2	.0001784	10
2012	2	9	2	.0001784	10
2013	2	9	2	.0001784	10
2014	2	9	2	.0001784	10
2015	2	9	2	.0001784	10
2010	1	9	3	.0001177	10
2011	1	9	3	.0001117	10
2012	1	9	3	.0001117	10
2013	1	9	3	.0001117	10
2014	1	9	3	.0001117	10
2015	1	9	3	.0001117	10
2010	2	9	3	.0001188	10
2011	2	9	3	.0001169	10
2012	2	9	3	.0001169	10
2013	2	9	3	.0001169	10
2014	2	9	3	.0001169	10
2015	2	9	3	.0001169	10
2010	1	9	4	.0000945	10
2011	1	9	4	.0000906	10
2012	1	9	4	.0000906	10
2013	1	9	4	.0000906	10
2014	1	9	4	.0000906	10
2015	1	9	4	.0000906	10
2010	2	9	4	.0000882	10
2011	2	9	4	.0000849	10
2012	2	9	4	.0000849	10
2013	2	9	4	.0000849	10
2014	2	9	4	.0000849	10
2015	2	9	4	.0000849	10
2010	1	9	5	.0000816	10
2011	1	9	5	.0000789	10
2012	1	9	5	.0000789	10
2013	1	9	5	.0000789	10
2014	1	9	5	.0000789	10
2015	1	9	5	.0000789	10
2010	2	9	5	.0000715	10
2011	2	9	5	.0000676	10
2012	2	9	5	.0000676	10
2013	2	9	5	.0000676	10
2014	2	9	5	.0000676	10
2015	2	9	5	.0000676	10
2010	1	9	6	.0000754	10
2011	1	9	6	.0000732	10
2012	1	9	6	.0000732	10
2013	1	9	6	.0000732	10
2014	1	9	6	.0000732	10
2015	1	9	6	.0000732	10
2010	2	9	6	.0000626	10
2011	2	9	6	.0000585	10
2012	2	9	6	.0000585	10
2013	2	9	6	.0000585	10
2014	2	9	6	.0000585	10
2015	2	9	6	.0000585	10
2010	1	9	7	.0000739	10
2011	1	9	7	.0000719	10
2012	1	9	7	.0000719	10
2013	1	9	7	.0000719	10
2014	1	9	7	.0000719	10
2015	1	9	7	.0000719	10
2010	2	9	7	.0000587	10
2011	2	9	7	.0000544	10
2012	2	9	7	.0000544	10
2013	2	9	7	.0000544	10
2014	2	9	7	.0000544	10
2015	2	9	7	.0000544	10
2010	1	9	8	.0000763	10
2011	1	9	8	.0000743	10
2012	1	9	8	.0000743	10
2013	1	9	8	.0000743	10
2014	1	9	8	.0000743	10
2015	1	9	8	.0000743	10
2010	2	9	8	.0000583	10
2011	2	9	8	.0000539	10
2012	2	9	8	.0000539	10
2013	2	9	8	.0000539	10
2014	2	9	8	.0000539	10
2015	2	9	8	.0000539	10
2010	1	9	9	.0000824	10
2011	1	9	9	.00008	10
2012	1	9	9	.00008	10
2013	1	9	9	.00008	10
2014	1	9	9	.00008	10
2015	1	9	9	.00008	10
2010	2	9	9	.0000607	10
2011	2	9	9	.0000563	10
2012	2	9	9	.0000563	10
2013	2	9	9	.0000563	10
2014	2	9	9	.0000563	10
2015	2	9	9	.0000563	10
2010	1	9	10	.0000923	10
2011	1	9	10	.0000894	10
2012	1	9	10	.0000894	10
2013	1	9	10	.0000894	10
2014	1	9	10	.0000894	10
2015	1	9	10	.0000894	10
2010	2	9	10	.0000659	10
2011	2	9	10	.0000615	10
2012	2	9	10	.0000615	10
2013	2	9	10	.0000615	10
2014	2	9	10	.0000615	10
2015	2	9	10	.0000615	10
2010	1	9	11	.0001066	10
2011	1	9	11	.0001029	10
2012	1	9	11	.0001029	10
2013	1	9	11	.0001029	10
2014	1	9	11	.0001029	10
2015	1	9	11	.0001029	10
2010	2	9	11	.0000738	10
2011	2	9	11	.0000694	10
2012	2	9	11	.0000694	10
2013	2	9	11	.0000694	10
2014	2	9	11	.0000694	10
2015	2	9	11	.0000694	10
2010	1	9	12	.000126	10
2011	1	9	12	.000121	10
2012	1	9	12	.000121	10
2013	1	9	12	.000121	10
2014	1	9	12	.000121	10
2015	1	9	12	.000121	10
2010	2	9	12	.0000845	10
2011	2	9	12	.0000801	10
2012	2	9	12	.0000801	10
2013	2	9	12	.0000801	10
2014	2	9	12	.0000801	10
2015	2	9	12	.0000801	10
2010	1	9	13	.0001512	10
2011	1	9	13	.0001445	10
2012	1	9	13	.0001445	10
2013	1	9	13	.0001445	10
2014	1	9	13	.0001445	10
2015	1	9	13	.0001445	10
2010	2	9	13	.0000981	10
2011	2	9	13	.0000938	10
2012	2	9	13	.0000938	10
2013	2	9	13	.0000938	10
2014	2	9	13	.0000938	10
2015	2	9	13	.0000938	10
2010	1	9	14	.0001831	10
2011	1	9	14	.0001739	10
2012	1	9	14	.0001739	10
2013	1	9	14	.0001739	10
2014	1	9	14	.0001739	10
2015	1	9	14	.0001739	10
2010	2	9	14	.0001145	10
2011	2	9	14	.0001103	10
2012	2	9	14	.0001103	10
2013	2	9	14	.0001103	10
2014	2	9	14	.0001103	10
2015	2	9	14	.0001103	10
2010	1	9	15	.0002219	10
2011	1	9	15	.0002097	10
2012	1	9	15	.0002097	10
2013	1	9	15	.0002097	10
2014	1	9	15	.0002097	10
2015	1	9	15	.0002097	10
2010	2	9	15	.0001329	10
2011	2	9	15	.0001288	10
2012	2	9	15	.0001288	10
2013	2	9	15	.0001288	10
2014	2	9	15	.0001288	10
2015	2	9	15	.0001288	10
2010	1	9	16	.0002673	10
2011	1	9	16	.0002514	10
2012	1	9	16	.0002514	10
2013	1	9	16	.0002514	10
2014	1	9	16	.0002514	10
2015	1	9	16	.0002514	10
2010	2	9	16	.0001523	10
2011	2	9	16	.0001481	10
2012	2	9	16	.0001481	10
2013	2	9	16	.0001481	10
2014	2	9	16	.0001481	10
2015	2	9	16	.0001481	10
2010	1	9	17	.0003177	10
2011	1	9	17	.0002977	10
2012	1	9	17	.0002977	10
2013	1	9	17	.0002977	10
2014	1	9	17	.0002977	10
2015	1	9	17	.0002977	10
2010	2	9	17	.0001705	10
2011	2	9	17	.0001658	10
2012	2	9	17	.0001658	10
2013	2	9	17	.0001658	10
2014	2	9	17	.0001658	10
2015	2	9	17	.0001658	10
2010	1	9	18	.0003696	10
2011	1	9	18	.0003455	10
2012	1	9	18	.0003455	10
2013	1	9	18	.0003455	10
2014	1	9	18	.0003455	10
2015	1	9	18	.0003455	10
2010	2	9	18	.0001849	10
2011	2	9	18	.0001792	10
2012	2	9	18	.0001792	10
2013	2	9	18	.0001792	10
2014	2	9	18	.0001792	10
2015	2	9	18	.0001792	10
2010	1	9	19	.0004182	10
2011	1	9	19	.0003907	10
2012	1	9	19	.0003907	10
2013	1	9	19	.0003907	10
2014	1	9	19	.0003907	10
2015	1	9	19	.0003907	10
2010	2	9	19	.0001935	10
2011	2	9	19	.0001862	10
2012	2	9	19	.0001862	10
2013	2	9	19	.0001862	10
2014	2	9	19	.0001862	10
2015	2	9	19	.0001862	10
2010	1	9	20	.0004585	10
2011	1	9	20	.0004282	10
2012	1	9	20	.0004282	10
2013	1	9	20	.0004282	10
2014	1	9	20	.0004282	10
2015	1	9	20	.0004282	10
2010	2	9	20	.000199	10
2011	2	9	20	.0001899	10
2012	2	9	20	.0001899	10
2013	2	9	20	.0001899	10
2014	2	9	20	.0001899	10
2015	2	9	20	.0001899	10
2010	1	9	21	.0004896	10
2011	1	9	21	.0004572	10
2012	1	9	21	.0004572	10
2013	1	9	21	.0004572	10
2014	1	9	21	.0004572	10
2015	1	9	21	.0004572	10
2010	2	9	21	.000205	10
2011	2	9	21	.0001945	10
2012	2	9	21	.0001945	10
2013	2	9	21	.0001945	10
2014	2	9	21	.0001945	10
2015	2	9	21	.0001945	10
2010	1	9	22	.0005118	10
2011	1	9	22	.000478	10
2012	1	9	22	.000478	10
2013	1	9	22	.000478	10
2014	1	9	22	.000478	10
2015	1	9	22	.000478	10
2010	2	9	22	.000212	10
2011	2	9	22	.0002009	10
2012	2	9	22	.0002009	10
2013	2	9	22	.0002009	10
2014	2	9	22	.0002009	10
2015	2	9	22	.0002009	10
2010	1	9	23	.0005281	10
2011	1	9	23	.0004936	10
2012	1	9	23	.0004936	10
2013	1	9	23	.0004936	10
2014	1	9	23	.0004936	10
2015	1	9	23	.0004936	10
2010	2	9	23	.0002205	10
2011	2	9	23	.0002092	10
2012	2	9	23	.0002092	10
2013	2	9	23	.0002092	10
2014	2	9	23	.0002092	10
2015	2	9	23	.0002092	10
2010	1	9	24	.0005407	10
2011	1	9	24	.000506	10
2012	1	9	24	.000506	10
2013	1	9	24	.000506	10
2014	1	9	24	.000506	10
2015	1	9	24	.000506	10
2010	2	9	24	.0002304	10
2011	2	9	24	.0002194	10
2012	2	9	24	.0002194	10
2013	2	9	24	.0002194	10
2014	2	9	24	.0002194	10
2015	2	9	24	.0002194	10
2010	1	9	25	.0005535	10
2011	1	9	25	.0005191	10
2012	1	9	25	.0005191	10
2013	1	9	25	.0005191	10
2014	1	9	25	.0005191	10
2015	1	9	25	.0005191	10
2010	2	9	25	.0002425	10
2011	2	9	25	.0002318	10
2012	2	9	25	.0002318	10
2013	2	9	25	.0002318	10
2014	2	9	25	.0002318	10
2015	2	9	25	.0002318	10
2010	1	9	26	.0005694	10
2011	1	9	26	.0005357	10
2012	1	9	26	.0005357	10
2013	1	9	26	.0005357	10
2014	1	9	26	.0005357	10
2015	1	9	26	.0005357	10
2010	2	9	26	.0002571	10
2011	2	9	26	.0002466	10
2012	2	9	26	.0002466	10
2013	2	9	26	.0002466	10
2014	2	9	26	.0002466	10
2015	2	9	26	.0002466	10
2010	1	9	27	.0005923	10
2011	1	9	27	.0005597	10
2012	1	9	27	.0005597	10
2013	1	9	27	.0005597	10
2014	1	9	27	.0005597	10
2015	1	9	27	.0005597	10
2010	2	9	27	.0002742	10
2011	2	9	27	.0002636	10
2012	2	9	27	.0002636	10
2013	2	9	27	.0002636	10
2014	2	9	27	.0002636	10
2015	2	9	27	.0002636	10
2010	1	9	28	.0006211	10
2011	1	9	28	.0005903	10
2012	1	9	28	.0005903	10
2013	1	9	28	.0005903	10
2014	1	9	28	.0005903	10
2015	1	9	28	.0005903	10
2010	2	9	28	.0002943	10
2011	2	9	28	.0002835	10
2012	2	9	28	.0002835	10
2013	2	9	28	.0002835	10
2014	2	9	28	.0002835	10
2015	2	9	28	.0002835	10
2010	1	9	29	.0006564	10
2011	1	9	29	.0006277	10
2012	1	9	29	.0006277	10
2013	1	9	29	.0006277	10
2014	1	9	29	.0006277	10
2015	1	9	29	.0006277	10
2010	2	9	29	.0003174	10
2011	2	9	29	.0003065	10
2012	2	9	29	.0003065	10
2013	2	9	29	.0003065	10
2014	2	9	29	.0003065	10
2015	2	9	29	.0003065	10
2010	1	9	30	.0006967	10
2011	1	9	30	.0006703	10
2012	1	9	30	.0006703	10
2013	1	9	30	.0006703	10
2014	1	9	30	.0006703	10
2015	1	9	30	.0006703	10
2010	2	9	30	.0003436	10
2011	2	9	30	.0003326	10
2012	2	9	30	.0003326	10
2013	2	9	30	.0003326	10
2014	2	9	30	.0003326	10
2015	2	9	30	.0003326	10
2010	1	9	31	.0007407	10
2011	1	9	31	.0007164	10
2012	1	9	31	.0007164	10
2013	1	9	31	.0007164	10
2014	1	9	31	.0007164	10
2015	1	9	31	.0007164	10
2010	2	9	31	.0003742	10
2011	2	9	31	.0003631	10
2012	2	9	31	.0003631	10
2013	2	9	31	.0003631	10
2014	2	9	31	.0003631	10
2015	2	9	31	.0003631	10
2010	1	9	32	.0007894	10
2011	1	9	32	.0007673	10
2012	1	9	32	.0007673	10
2013	1	9	32	.0007673	10
2014	1	9	32	.0007673	10
2015	1	9	32	.0007673	10
2010	2	9	32	.0004081	10
2011	2	9	32	.0003969	10
2012	2	9	32	.0003969	10
2013	2	9	32	.0003969	10
2014	2	9	32	.0003969	10
2015	2	9	32	.0003969	10
2010	1	9	33	.0008439	10
2011	1	9	33	.0008238	10
2012	1	9	33	.0008238	10
2013	1	9	33	.0008238	10
2014	1	9	33	.0008238	10
2015	1	9	33	.0008238	10
2010	2	9	33	.000447	10
2011	2	9	33	.0004358	10
2012	2	9	33	.0004358	10
2013	2	9	33	.0004358	10
2014	2	9	33	.0004358	10
2015	2	9	33	.0004358	10
2010	1	9	34	.0009018	10
2011	1	9	34	.0008833	10
2012	1	9	34	.0008833	10
2013	1	9	34	.0008833	10
2014	1	9	34	.0008833	10
2015	1	9	34	.0008833	10
2010	2	9	34	.0004897	10
2011	2	9	34	.0004785	10
2012	2	9	34	.0004785	10
2013	2	9	34	.0004785	10
2014	2	9	34	.0004785	10
2015	2	9	34	.0004785	10
2010	1	9	35	.0009665	10
2011	1	9	35	.0009494	10
2012	1	9	35	.0009494	10
2013	1	9	35	.0009494	10
2014	1	9	35	.0009494	10
2015	1	9	35	.0009494	10
2010	2	9	35	.0005401	10
2011	2	9	35	.0005292	10
2012	2	9	35	.0005292	10
2013	2	9	35	.0005292	10
2014	2	9	35	.0005292	10
2015	2	9	35	.0005292	10
2010	1	9	36	.0010409	10
2011	1	9	36	.0010248	10
2012	1	9	36	.0010248	10
2013	1	9	36	.0010248	10
2014	1	9	36	.0010248	10
2015	1	9	36	.0010248	10
2010	2	9	36	.0005936	10
2011	2	9	36	.0005827	10
2012	2	9	36	.0005827	10
2013	2	9	36	.0005827	10
2014	2	9	36	.0005827	10
2015	2	9	36	.0005827	10
2010	1	9	37	.0011195	10
2011	1	9	37	.0011039	10
2012	1	9	37	.0011039	10
2013	1	9	37	.0011039	10
2014	1	9	37	.0011039	10
2015	1	9	37	.0011039	10
2010	2	9	37	.0006557	10
2011	2	9	37	.0006448	10
2012	2	9	37	.0006448	10
2013	2	9	37	.0006448	10
2014	2	9	37	.0006448	10
2015	2	9	37	.0006448	10
2010	1	9	38	.0012084	10
2011	1	9	38	.0011931	10
2012	1	9	38	.0011931	10
2013	1	9	38	.0011931	10
2014	1	9	38	.0011931	10
2015	1	9	38	.0011931	10
2010	2	9	38	.0007238	10
2011	2	9	38	.0007129	10
2012	2	9	38	.0007129	10
2013	2	9	38	.0007129	10
2014	2	9	38	.0007129	10
2015	2	9	38	.0007129	10
2010	1	9	39	.0013071	10
2011	1	9	39	.0012915	10
2012	1	9	39	.0012915	10
2013	1	9	39	.0012915	10
2014	1	9	39	.0012915	10
2015	1	9	39	.0012915	10
2010	2	9	39	.0007993	10
2011	2	9	39	.0007881	10
2012	2	9	39	.0007881	10
2013	2	9	39	.0007881	10
2014	2	9	39	.0007881	10
2015	2	9	39	.0007881	10
2010	1	9	40	.001414	10
2011	1	9	40	.0013974	10
2012	1	9	40	.0013974	10
2013	1	9	40	.0013974	10
2014	1	9	40	.0013974	10
2015	1	9	40	.0013974	10
2010	2	9	40	.0008821	10
2011	2	9	40	.0008707	10
2012	2	9	40	.0008707	10
2013	2	9	40	.0008707	10
2014	2	9	40	.0008707	10
2015	2	9	40	.0008707	10
2010	1	9	41	.0015394	10
2011	1	9	41	.0015223	10
2012	1	9	41	.0015223	10
2013	1	9	41	.0015223	10
2014	1	9	41	.0015223	10
2015	1	9	41	.0015223	10
2010	2	9	41	.0009727	10
2011	2	9	41	.0009609	10
2012	2	9	41	.0009609	10
2013	2	9	41	.0009609	10
2014	2	9	41	.0009609	10
2015	2	9	41	.0009609	10
2010	1	9	42	.0016685	10
2011	1	9	42	.0016484	10
2012	1	9	42	.0016484	10
2013	1	9	42	.0016484	10
2014	1	9	42	.0016484	10
2015	1	9	42	.0016484	10
2010	2	9	42	.0010714	10
2011	2	9	42	.0010586	10
2012	2	9	42	.0010586	10
2013	2	9	42	.0010586	10
2014	2	9	42	.0010586	10
2015	2	9	42	.0010586	10
2010	1	9	43	.0018126	10
2011	1	9	43	.0017902	10
2012	1	9	43	.0017902	10
2013	1	9	43	.0017902	10
2014	1	9	43	.0017902	10
2015	1	9	43	.0017902	10
2010	2	9	43	.0011793	10
2011	2	9	43	.0011652	10
2012	2	9	43	.0011652	10
2013	2	9	43	.0011652	10
2014	2	9	43	.0011652	10
2015	2	9	43	.0011652	10
2010	1	9	44	.001986	10
2011	1	9	44	.0019607	10
2012	1	9	44	.0019607	10
2013	1	9	44	.0019607	10
2014	1	9	44	.0019607	10
2015	1	9	44	.0019607	10
2010	2	9	44	.0012884	10
2011	2	9	44	.0012721	10
2012	2	9	44	.0012721	10
2013	2	9	44	.0012721	10
2014	2	9	44	.0012721	10
2015	2	9	44	.0012721	10
2010	1	9	45	.0021637	10
2011	1	9	45	.0021338	10
2012	1	9	45	.0021338	10
2013	1	9	45	.0021338	10
2014	1	9	45	.0021338	10
2015	1	9	45	.0021338	10
2010	2	9	45	.0014161	10
2011	2	9	45	.001397	10
2012	2	9	45	.001397	10
2013	2	9	45	.001397	10
2014	2	9	45	.001397	10
2015	2	9	45	.001397	10
2010	1	9	46	.0023594	10
2011	1	9	46	.0023239	10
2012	1	9	46	.0023239	10
2013	1	9	46	.0023239	10
2014	1	9	46	.0023239	10
2015	1	9	46	.0023239	10
2010	2	9	46	.0015394	10
2011	2	9	46	.0015169	10
2012	2	9	46	.0015169	10
2013	2	9	46	.0015169	10
2014	2	9	46	.0015169	10
2015	2	9	46	.0015169	10
2010	1	9	47	.002584	10
2011	1	9	47	.0025417	10
2012	1	9	47	.0025417	10
2013	1	9	47	.0025417	10
2014	1	9	47	.0025417	10
2015	1	9	47	.0025417	10
2010	2	9	47	.0016736	10
2011	2	9	47	.0016471	10
2012	2	9	47	.0016471	10
2013	2	9	47	.0016471	10
2014	2	9	47	.0016471	10
2015	2	9	47	.0016471	10
2010	1	9	48	.0028212	10
2011	1	9	48	.0027706	10
2012	1	9	48	.0027706	10
2013	1	9	48	.0027706	10
2014	1	9	48	.0027706	10
2015	1	9	48	.0027706	10
2010	2	9	48	.0018195	10
2011	2	9	48	.0017868	10
2012	2	9	48	.0017868	10
2013	2	9	48	.0017868	10
2014	2	9	48	.0017868	10
2015	2	9	48	.0017868	10
2010	1	9	49	.0030823	10
2011	1	9	49	.0030208	10
2012	1	9	49	.0030208	10
2013	1	9	49	.0030208	10
2014	1	9	49	.0030208	10
2015	1	9	49	.0030208	10
2010	2	9	49	.0019819	10
2011	2	9	49	.0019446	10
2012	2	9	49	.0019446	10
2013	2	9	49	.0019446	10
2014	2	9	49	.0019446	10
2015	2	9	49	.0019446	10
2010	1	9	50	.0033664	10
2011	1	9	50	.0032942	10
2012	1	9	50	.0032942	10
2013	1	9	50	.0032942	10
2014	1	9	50	.0032942	10
2015	1	9	50	.0032942	10
2010	2	9	50	.0021618	10
2011	2	9	50	.0021196	10
2012	2	9	50	.0021196	10
2013	2	9	50	.0021196	10
2014	2	9	50	.0021196	10
2015	2	9	50	.0021196	10
2010	1	9	51	.0036921	10
2011	1	9	51	.0036068	10
2012	1	9	51	.0036068	10
2013	1	9	51	.0036068	10
2014	1	9	51	.0036068	10
2015	1	9	51	.0036068	10
2010	2	9	51	.0023518	10
2011	2	9	51	.0023023	10
2012	2	9	51	.0023023	10
2013	2	9	51	.0023023	10
2014	2	9	51	.0023023	10
2015	2	9	51	.0023023	10
2010	1	9	52	.004035	10
2011	1	9	52	.0039359	10
2012	1	9	52	.0039359	10
2013	1	9	52	.0039359	10
2014	1	9	52	.0039359	10
2015	1	9	52	.0039359	10
2010	2	9	52	.0025614	10
2011	2	9	52	.0025052	10
2012	2	9	52	.0025052	10
2013	2	9	52	.0025052	10
2014	2	9	52	.0025052	10
2015	2	9	52	.0025052	10
2010	1	9	53	.0044145	10
2011	1	9	53	.0042971	10
2012	1	9	53	.0042971	10
2013	1	9	53	.0042971	10
2014	1	9	53	.0042971	10
2015	1	9	53	.0042971	10
2010	2	9	53	.0028014	10
2011	2	9	53	.0027375	10
2012	2	9	53	.0027375	10
2013	2	9	53	.0027375	10
2014	2	9	53	.0027375	10
2015	2	9	53	.0027375	10
2010	1	9	54	.0048645	10
2011	1	9	54	.0047282	10
2012	1	9	54	.0047282	10
2013	1	9	54	.0047282	10
2014	1	9	54	.0047282	10
2015	1	9	54	.0047282	10
2010	2	9	54	.003075	10
2011	2	9	54	.0030036	10
2012	2	9	54	.0030036	10
2013	2	9	54	.0030036	10
2014	2	9	54	.0030036	10
2015	2	9	54	.0030036	10
2010	1	9	55	.0053382	10
2011	1	9	55	.0051858	10
2012	1	9	55	.0051858	10
2013	1	9	55	.0051858	10
2014	1	9	55	.0051858	10
2015	1	9	55	.0051858	10
2010	2	9	55	.0033858	10
2011	2	9	55	.0033086	10
2012	2	9	55	.0033086	10
2013	2	9	55	.0033086	10
2014	2	9	55	.0033086	10
2015	2	9	55	.0033086	10
2010	1	9	56	.0058646	10
2011	1	9	56	.005691	10
2012	1	9	56	.005691	10
2013	1	9	56	.005691	10
2014	1	9	56	.005691	10
2015	1	9	56	.005691	10
2010	2	9	56	.0036821	10
2011	2	9	56	.0035916	10
2012	2	9	56	.0035916	10
2013	2	9	56	.0035916	10
2014	2	9	56	.0035916	10
2015	2	9	56	.0035916	10
2010	1	9	57	.0063283	10
2011	1	9	57	.0061133	10
2012	1	9	57	.0061133	10
2013	1	9	57	.0061133	10
2014	1	9	57	.0061133	10
2015	1	9	57	.0061133	10
2010	2	9	57	.0040503	10
2011	2	9	57	.0039454	10
2012	2	9	57	.0039454	10
2013	2	9	57	.0039454	10
2014	2	9	57	.0039454	10
2015	2	9	57	.0039454	10
2010	1	9	58	.0070495	10
2011	1	9	58	.0068172	10
2012	1	9	58	.0068172	10
2013	1	9	58	.0068172	10
2014	1	9	58	.0068172	10
2015	1	9	58	.0068172	10
2010	2	9	58	.0044958	10
2011	2	9	58	.0043854	10
2012	2	9	58	.0043854	10
2013	2	9	58	.0043854	10
2014	2	9	58	.0043854	10
2015	2	9	58	.0043854	10
2010	1	9	59	.007703	10
2011	1	9	59	.0074418	10
2012	1	9	59	.0074418	10
2013	1	9	59	.0074418	10
2014	1	9	59	.0074418	10
2015	1	9	59	.0074418	10
2010	2	9	59	.0049015	10
2011	2	9	59	.0047753	10
2012	2	9	59	.0047753	10
2013	2	9	59	.0047753	10
2014	2	9	59	.0047753	10
2015	2	9	59	.0047753	10
2010	1	9	60	.008482	10
2011	1	9	60	.0081897	10
2012	1	9	60	.0081897	10
2013	1	9	60	.0081897	10
2014	1	9	60	.0081897	10
2015	1	9	60	.0081897	10
2010	2	9	60	.0053936	10
2011	2	9	60	.0052601	10
2012	2	9	60	.0052601	10
2013	2	9	60	.0052601	10
2014	2	9	60	.0052601	10
2015	2	9	60	.0052601	10
2010	1	9	61	.0093004	10
2011	1	9	61	.0089549	10
2012	1	9	61	.0089549	10
2013	1	9	61	.0089549	10
2014	1	9	61	.0089549	10
2015	1	9	61	.0089549	10
2010	2	9	61	.0059582	10
2011	2	9	61	.0058013	10
2012	2	9	61	.0058013	10
2013	2	9	61	.0058013	10
2014	2	9	61	.0058013	10
2015	2	9	61	.0058013	10
2010	1	9	62	.0103186	10
2011	1	9	62	.0099423	10
2012	1	9	62	.0099423	10
2013	1	9	62	.0099423	10
2014	1	9	62	.0099423	10
2015	1	9	62	.0099423	10
2010	2	9	62	.0066346	10
2011	2	9	62	.0064695	10
2012	2	9	62	.0064695	10
2013	2	9	62	.0064695	10
2014	2	9	62	.0064695	10
2015	2	9	62	.0064695	10
2010	1	9	63	.0113104	10
2011	1	9	63	.0108855	10
2012	1	9	63	.0108855	10
2013	1	9	63	.0108855	10
2014	1	9	63	.0108855	10
2015	1	9	63	.0108855	10
2010	2	9	63	.007285	10
2011	2	9	63	.0071072	10
2012	2	9	63	.0071072	10
2013	2	9	63	.0071072	10
2014	2	9	63	.0071072	10
2015	2	9	63	.0071072	10
2010	1	9	64	.0124656	10
2011	1	9	64	.012014	10
2012	1	9	64	.012014	10
2013	1	9	64	.012014	10
2014	1	9	64	.012014	10
2015	1	9	64	.012014	10
2010	2	9	64	.0080264	10
2011	2	9	64	.0078129	10
2012	2	9	64	.0078129	10
2013	2	9	64	.0078129	10
2014	2	9	64	.0078129	10
2015	2	9	64	.0078129	10
2010	1	9	65	.013718	10
2011	1	9	65	.0131726	10
2012	1	9	65	.0131726	10
2013	1	9	65	.0131726	10
2014	1	9	65	.0131726	10
2015	1	9	65	.0131726	10
2010	2	9	65	.0088752	10
2011	2	9	65	.0086415	10
2012	2	9	65	.0086415	10
2013	2	9	65	.0086415	10
2014	2	9	65	.0086415	10
2015	2	9	65	.0086415	10
2010	1	9	66	.0151277	10
2011	1	9	66	.0145615	10
2012	1	9	66	.0145615	10
2013	1	9	66	.0145615	10
2014	1	9	66	.0145615	10
2015	1	9	66	.0145615	10
2010	2	9	66	.0099138	10
2011	2	9	66	.0096684	10
2012	2	9	66	.0096684	10
2013	2	9	66	.0096684	10
2014	2	9	66	.0096684	10
2015	2	9	66	.0096684	10
2010	1	9	67	.0168543	10
2011	1	9	67	.0162223	10
2012	1	9	67	.0162223	10
2013	1	9	67	.0162223	10
2014	1	9	67	.0162223	10
2015	1	9	67	.0162223	10
2010	2	9	67	.0108755	10
2011	2	9	67	.0105958	10
2012	2	9	67	.0105958	10
2013	2	9	67	.0105958	10
2014	2	9	67	.0105958	10
2015	2	9	67	.0105958	10
2010	1	9	68	.0183966	10
2011	1	9	68	.0176934	10
2012	1	9	68	.0176934	10
2013	1	9	68	.0176934	10
2014	1	9	68	.0176934	10
2015	1	9	68	.0176934	10
2010	2	9	68	.0122999	10
2011	2	9	68	.0119972	10
2012	2	9	68	.0119972	10
2013	2	9	68	.0119972	10
2014	2	9	68	.0119972	10
2015	2	9	68	.0119972	10
2010	1	9	69	.0207386	10
2011	1	9	69	.0200304	10
2012	1	9	69	.0200304	10
2013	1	9	69	.0200304	10
2014	1	9	69	.0200304	10
2015	1	9	69	.0200304	10
2010	2	9	69	.0133847	10
2011	2	9	69	.0130258	10
2012	2	9	69	.0130258	10
2013	2	9	69	.0130258	10
2014	2	9	69	.0130258	10
2015	2	9	69	.0130258	10
2010	1	9	70	.0228332	10
2011	1	9	70	.0220333	10
2012	1	9	70	.0220333	10
2013	1	9	70	.0220333	10
2014	1	9	70	.0220333	10
2015	1	9	70	.0220333	10
2010	2	9	70	.0148336	10
2011	2	9	70	.0144545	10
2012	2	9	70	.0144545	10
2013	2	9	70	.0144545	10
2014	2	9	70	.0144545	10
2015	2	9	70	.0144545	10
2010	1	9	71	.0249924	10
2011	1	9	71	.0240732	10
2012	1	9	71	.0240732	10
2013	1	9	71	.0240732	10
2014	1	9	71	.0240732	10
2015	1	9	71	.0240732	10
2010	2	9	71	.0164808	10
2011	2	9	71	.0160513	10
2012	2	9	71	.0160513	10
2013	2	9	71	.0160513	10
2014	2	9	71	.0160513	10
2015	2	9	71	.0160513	10
2010	1	9	72	.0276781	10
2011	1	9	72	.0267032	10
2012	1	9	72	.0267032	10
2013	1	9	72	.0267032	10
2014	1	9	72	.0267032	10
2015	1	9	72	.0267032	10
2010	2	9	72	.0183207	10
2011	2	9	72	.0178345	10
2012	2	9	72	.0178345	10
2013	2	9	72	.0178345	10
2014	2	9	72	.0178345	10
2015	2	9	72	.0178345	10
2010	1	9	73	.0302873	10
