_year	sex	dep	age	rate	gor
2014	2	5	6	.0000898	4
2014	2	5	6	.0000751	5
2014	2	5	6	.0000759	6
2014	2	5	6	.0000838	7
2014	2	5	6	.0000586	8
2014	2	5	6	.000064	9
2015	2	1	6	.0000383	1
2015	2	1	6	.0000516	2
2015	2	1	6	.0000487	3
2015	2	1	6	.0000472	4
2015	2	1	6	.0000466	5
2015	2	1	6	.0000456	6
2015	2	1	6	.0000525	7
2015	2	1	6	.0000384	8
2015	2	1	6	.000032	9
2015	2	2	6	.0000407	1
2015	2	2	6	.0000514	2
2015	2	2	6	.0000551	3
2015	2	2	6	.0000536	4
2015	2	2	6	.0000481	5
2015	2	2	6	.0000482	6
2015	2	2	6	.0000624	7
2015	2	2	6	.0000439	8
2015	2	2	6	.0000354	9
2015	2	3	6	.0000411	1
2015	2	3	6	.0000585	2
2015	2	3	6	.0000652	3
2015	2	3	6	.0000612	4
2015	2	3	6	.0000505	5
2015	2	3	6	.0000531	6
2015	2	3	6	.0000666	7
2015	2	3	6	.0000487	8
2015	2	3	6	.0000391	9
2015	2	4	6	.0000444	1
2015	2	4	6	.0000685	2
2015	2	4	6	.0000812	3
2015	2	4	6	.0000775	4
2015	2	4	6	.0000591	5
2015	2	4	6	.0000627	6
2015	2	4	6	.0000749	7
2015	2	4	6	.0000545	8
2015	2	4	6	.0000489	9
2015	2	5	6	.0000435	1
2015	2	5	6	.0000845	2
2015	2	5	6	.0001035	3
2015	2	5	6	.0000898	4
2015	2	5	6	.0000751	5
2015	2	5	6	.0000759	6
2015	2	5	6	.0000838	7
2015	2	5	6	.0000586	8
2015	2	5	6	.000064	9
2010	1	1	7	.0000423	1
2010	1	1	7	.0000668	2
2010	1	1	7	.0000682	3
2010	1	1	7	.0000602	4
2010	1	1	7	.0000633	5
2010	1	1	7	.0000517	6
2010	1	1	7	.0000473	7
2010	1	1	7	.0000567	8
2010	1	1	7	.0000509	9
2010	1	2	7	.0000494	1
2010	1	2	7	.0000737	2
2010	1	2	7	.0000787	3
2010	1	2	7	.0000701	4
2010	1	2	7	.0000601	5
2010	1	2	7	.000062	6
2010	1	2	7	.0000558	7
2010	1	2	7	.0000601	8
2010	1	2	7	.0000601	9
2010	1	3	7	.0000579	1
2010	1	3	7	.0000841	2
2010	1	3	7	.0000965	3
2010	1	3	7	.0000807	4
2010	1	3	7	.0000638	5
2010	1	3	7	.0000692	6
2010	1	3	7	.0000658	7
2010	1	3	7	.000067	8
2010	1	3	7	.0000669	9
2010	1	4	7	.0000687	1
2010	1	4	7	.0001011	2
2010	1	4	7	.000119	3
2010	1	4	7	.0000955	4
2010	1	4	7	.000078	5
2010	1	4	7	.0000777	6
2010	1	4	7	.0000802	7
2010	1	4	7	.0000799	8
2010	1	4	7	.0000752	9
2010	1	5	7	.0000836	1
2010	1	5	7	.0001265	2
2010	1	5	7	.0001547	3
2010	1	5	7	.0001072	4
2010	1	5	7	.0001034	5
2010	1	5	7	.0000866	6
2010	1	5	7	.0001004	7
2010	1	5	7	.0000968	8
2010	1	5	7	.000087	9
2011	1	1	7	.0000407	1
2011	1	1	7	.000068	2
2011	1	1	7	.0000706	3
2011	1	1	7	.0000599	4
2011	1	1	7	.0000629	5
2011	1	1	7	.0000507	6
2011	1	1	7	.0000459	7
2011	1	1	7	.0000559	8
2011	1	1	7	.0000497	9
2011	1	2	7	.0000468	1
2011	1	2	7	.0000733	2
2011	1	2	7	.0000803	3
2011	1	2	7	.0000693	4
2011	1	2	7	.0000586	5
2011	1	2	7	.0000605	6
2011	1	2	7	.0000534	7
2011	1	2	7	.0000578	8
2011	1	2	7	.0000581	9
2011	1	3	7	.0000544	1
2011	1	3	7	.0000831	2
2011	1	3	7	.0000972	3
2011	1	3	7	.0000798	4
2011	1	3	7	.0000615	5
2011	1	3	7	.0000674	6
2011	1	3	7	.0000629	7
2011	1	3	7	.0000639	8
2011	1	3	7	.0000638	9
2011	1	4	7	.000064	1
2011	1	4	7	.0000998	2
2011	1	4	7	.0001194	3
2011	1	4	7	.0000947	4
2011	1	4	7	.0000745	5
2011	1	4	7	.0000755	6
2011	1	4	7	.0000767	7
2011	1	4	7	.0000763	8
2011	1	4	7	.0000708	9
2011	1	5	7	.0000775	1
2011	1	5	7	.0001259	2
2011	1	5	7	.0001547	3
2011	1	5	7	.0001063	4
2011	1	5	7	.0000983	5
2011	1	5	7	.0000837	6
2011	1	5	7	.000097	7
2011	1	5	7	.000093	8
2011	1	5	7	.0000804	9
2012	1	1	7	.0000407	1
2012	1	1	7	.000068	2
2012	1	1	7	.0000706	3
2012	1	1	7	.0000599	4
2012	1	1	7	.0000629	5
2012	1	1	7	.0000507	6
2012	1	1	7	.0000459	7
2012	1	1	7	.0000559	8
2012	1	1	7	.0000497	9
2012	1	2	7	.0000468	1
2012	1	2	7	.0000733	2
2012	1	2	7	.0000803	3
2012	1	2	7	.0000693	4
2012	1	2	7	.0000586	5
2012	1	2	7	.0000605	6
2012	1	2	7	.0000534	7
2012	1	2	7	.0000578	8
2012	1	2	7	.0000581	9
2012	1	3	7	.0000544	1
2012	1	3	7	.0000831	2
2012	1	3	7	.0000972	3
2012	1	3	7	.0000798	4
2012	1	3	7	.0000615	5
2012	1	3	7	.0000674	6
2012	1	3	7	.0000629	7
2012	1	3	7	.0000639	8
2012	1	3	7	.0000638	9
2012	1	4	7	.000064	1
2012	1	4	7	.0000998	2
2012	1	4	7	.0001194	3
2012	1	4	7	.0000947	4
2012	1	4	7	.0000745	5
2012	1	4	7	.0000755	6
2012	1	4	7	.0000767	7
2012	1	4	7	.0000763	8
2012	1	4	7	.0000708	9
2012	1	5	7	.0000775	1
2012	1	5	7	.0001259	2
2012	1	5	7	.0001547	3
2012	1	5	7	.0001063	4
2012	1	5	7	.0000983	5
2012	1	5	7	.0000837	6
2012	1	5	7	.000097	7
2012	1	5	7	.000093	8
2012	1	5	7	.0000804	9
2013	1	1	7	.0000407	1
2013	1	1	7	.000068	2
2013	1	1	7	.0000706	3
2013	1	1	7	.0000599	4
2013	1	1	7	.0000629	5
2013	1	1	7	.0000507	6
2013	1	1	7	.0000459	7
2013	1	1	7	.0000559	8
2013	1	1	7	.0000497	9
2013	1	2	7	.0000468	1
2013	1	2	7	.0000733	2
2013	1	2	7	.0000803	3
2013	1	2	7	.0000693	4
2013	1	2	7	.0000586	5
2013	1	2	7	.0000605	6
2013	1	2	7	.0000534	7
2013	1	2	7	.0000578	8
2013	1	2	7	.0000581	9
2013	1	3	7	.0000544	1
2013	1	3	7	.0000831	2
2013	1	3	7	.0000972	3
2013	1	3	7	.0000798	4
2013	1	3	7	.0000615	5
2013	1	3	7	.0000674	6
2013	1	3	7	.0000629	7
2013	1	3	7	.0000639	8
2013	1	3	7	.0000638	9
2013	1	4	7	.000064	1
2013	1	4	7	.0000998	2
2013	1	4	7	.0001194	3
2013	1	4	7	.0000947	4
2013	1	4	7	.0000745	5
2013	1	4	7	.0000755	6
2013	1	4	7	.0000767	7
2013	1	4	7	.0000763	8
2013	1	4	7	.0000708	9
2013	1	5	7	.0000775	1
2013	1	5	7	.0001259	2
2013	1	5	7	.0001547	3
2013	1	5	7	.0001063	4
2013	1	5	7	.0000983	5
2013	1	5	7	.0000837	6
2013	1	5	7	.000097	7
2013	1	5	7	.000093	8
2013	1	5	7	.0000804	9
2014	1	1	7	.0000407	1
2014	1	1	7	.000068	2
2014	1	1	7	.0000706	3
2014	1	1	7	.0000599	4
2014	1	1	7	.0000629	5
2014	1	1	7	.0000507	6
2014	1	1	7	.0000459	7
2014	1	1	7	.0000559	8
2014	1	1	7	.0000497	9
2014	1	2	7	.0000468	1
2014	1	2	7	.0000733	2
2014	1	2	7	.0000803	3
2014	1	2	7	.0000693	4
2014	1	2	7	.0000586	5
2014	1	2	7	.0000605	6
2014	1	2	7	.0000534	7
2014	1	2	7	.0000578	8
2014	1	2	7	.0000581	9
2014	1	3	7	.0000544	1
2014	1	3	7	.0000831	2
2014	1	3	7	.0000972	3
2014	1	3	7	.0000798	4
2014	1	3	7	.0000615	5
2014	1	3	7	.0000674	6
2014	1	3	7	.0000629	7
2014	1	3	7	.0000639	8
2014	1	3	7	.0000638	9
2014	1	4	7	.000064	1
2014	1	4	7	.0000998	2
2014	1	4	7	.0001194	3
2014	1	4	7	.0000947	4
2014	1	4	7	.0000745	5
2014	1	4	7	.0000755	6
2014	1	4	7	.0000767	7
2014	1	4	7	.0000763	8
2014	1	4	7	.0000708	9
2014	1	5	7	.0000775	1
2014	1	5	7	.0001259	2
2014	1	5	7	.0001547	3
2014	1	5	7	.0001063	4
2014	1	5	7	.0000983	5
2014	1	5	7	.0000837	6
2014	1	5	7	.000097	7
2014	1	5	7	.000093	8
2014	1	5	7	.0000804	9
2015	1	1	7	.0000407	1
2015	1	1	7	.000068	2
2015	1	1	7	.0000706	3
2015	1	1	7	.0000599	4
2015	1	1	7	.0000629	5
2015	1	1	7	.0000507	6
2015	1	1	7	.0000459	7
2015	1	1	7	.0000559	8
2015	1	1	7	.0000497	9
2015	1	2	7	.0000468	1
2015	1	2	7	.0000733	2
2015	1	2	7	.0000803	3
2015	1	2	7	.0000693	4
2015	1	2	7	.0000586	5
2015	1	2	7	.0000605	6
2015	1	2	7	.0000534	7
2015	1	2	7	.0000578	8
2015	1	2	7	.0000581	9
2015	1	3	7	.0000544	1
2015	1	3	7	.0000831	2
2015	1	3	7	.0000972	3
2015	1	3	7	.0000798	4
2015	1	3	7	.0000615	5
2015	1	3	7	.0000674	6
2015	1	3	7	.0000629	7
2015	1	3	7	.0000639	8
2015	1	3	7	.0000638	9
2015	1	4	7	.000064	1
2015	1	4	7	.0000998	2
2015	1	4	7	.0001194	3
2015	1	4	7	.0000947	4
2015	1	4	7	.0000745	5
2015	1	4	7	.0000755	6
2015	1	4	7	.0000767	7
2015	1	4	7	.0000763	8
2015	1	4	7	.0000708	9
2015	1	5	7	.0000775	1
2015	1	5	7	.0001259	2
2015	1	5	7	.0001547	3
2015	1	5	7	.0001063	4
2015	1	5	7	.0000983	5
2015	1	5	7	.0000837	6
2015	1	5	7	.000097	7
2015	1	5	7	.000093	8
2015	1	5	7	.0000804	9
2010	2	1	7	.0000355	1
2010	2	1	7	.0000502	2
2010	2	1	7	.000047	3
2010	2	1	7	.0000457	4
2010	2	1	7	.0000491	5
2010	2	1	7	.0000434	6
2010	2	1	7	.0000508	7
2010	2	1	7	.0000384	8
2010	2	1	7	.0000345	9
2010	2	2	7	.0000389	1
2010	2	2	7	.0000501	2
2010	2	2	7	.0000529	3
2010	2	2	7	.0000516	4
2010	2	2	7	.0000501	5
2010	2	2	7	.0000464	6
2010	2	2	7	.0000604	7
2010	2	2	7	.0000442	8
2010	2	2	7	.0000372	9
2010	2	3	7	.0000409	1
2010	2	3	7	.000057	2
2010	2	3	7	.0000632	3
2010	2	3	7	.0000593	4
2010	2	3	7	.0000526	5
2010	2	3	7	.0000515	6
2010	2	3	7	.0000654	7
2010	2	3	7	.0000491	8
2010	2	3	7	.0000406	9
2010	2	4	7	.0000451	1
2010	2	4	7	.0000678	2
2010	2	4	7	.0000792	3
2010	2	4	7	.0000749	4
2010	2	4	7	.000062	5
2010	2	4	7	.0000614	6
2010	2	4	7	.0000752	7
2010	2	4	7	.0000555	8
2010	2	4	7	.0000506	9
2010	2	5	7	.0000461	1
2010	2	5	7	.0000854	2
2010	2	5	7	.0001034	3
2010	2	5	7	.0000878	4
2010	2	5	7	.0000796	5
2010	2	5	7	.0000756	6
2010	2	5	7	.0000863	7
2010	2	5	7	.0000598	8
2010	2	5	7	.0000666	9
2011	2	1	7	.0000336	1
2011	2	1	7	.0000466	2
2011	2	1	7	.0000457	3
2011	2	1	7	.0000438	4
2011	2	1	7	.0000441	5
2011	2	1	7	.0000421	6
2011	2	1	7	.0000508	7
2011	2	1	7	.0000351	8
2011	2	1	7	.0000294	9
2011	2	2	7	.0000359	1
2011	2	2	7	.0000466	2
2011	2	2	7	.0000518	3
2011	2	2	7	.0000497	4
2011	2	2	7	.0000456	5
2011	2	2	7	.0000446	6
2011	2	2	7	.0000605	7
2011	2	2	7	.0000402	8
2011	2	2	7	.0000326	9
2011	2	3	7	.0000366	1
2011	2	3	7	.000053	2
2011	2	3	7	.0000612	3
2011	2	3	7	.0000568	4
2011	2	3	7	.0000479	5
2011	2	3	7	.0000492	6
2011	2	3	7	.0000647	7
2011	2	3	7	.0000449	8
2011	2	3	7	.000036	9
2011	2	4	7	.0000398	1
2011	2	4	7	.0000622	2
2011	2	4	7	.0000763	3
2011	2	4	7	.0000719	4
2011	2	4	7	.000056	5
2011	2	4	7	.0000581	6
2011	2	4	7	.000073	7
2011	2	4	7	.0000505	8
2011	2	4	7	.000045	9
2011	2	5	7	.0000393	1
2011	2	5	7	.0000769	2
2011	2	5	7	.0000974	3
2011	2	5	7	.0000834	4
2011	2	5	7	.0000711	5
2011	2	5	7	.0000703	6
2011	2	5	7	.000082	7
2011	2	5	7	.0000547	8
2011	2	5	7	.0000588	9
2012	2	1	7	.0000336	1
2012	2	1	7	.0000466	2
2012	2	1	7	.0000457	3
2012	2	1	7	.0000438	4
2012	2	1	7	.0000441	5
2012	2	1	7	.0000421	6
2012	2	1	7	.0000508	7
2012	2	1	7	.0000351	8
2012	2	1	7	.0000294	9
2012	2	2	7	.0000359	1
2012	2	2	7	.0000466	2
2012	2	2	7	.0000518	3
2012	2	2	7	.0000497	4
2012	2	2	7	.0000456	5
2012	2	2	7	.0000446	6
2012	2	2	7	.0000605	7
2012	2	2	7	.0000402	8
2012	2	2	7	.0000326	9
2012	2	3	7	.0000366	1
2012	2	3	7	.000053	2
2012	2	3	7	.0000612	3
2012	2	3	7	.0000568	4
2012	2	3	7	.0000479	5
2012	2	3	7	.0000492	6
2012	2	3	7	.0000647	7
2012	2	3	7	.0000449	8
2012	2	3	7	.000036	9
2012	2	4	7	.0000398	1
2012	2	4	7	.0000622	2
2012	2	4	7	.0000763	3
2012	2	4	7	.0000719	4
2012	2	4	7	.000056	5
2012	2	4	7	.0000581	6
2012	2	4	7	.000073	7
2012	2	4	7	.0000505	8
2012	2	4	7	.000045	9
2012	2	5	7	.0000393	1
2012	2	5	7	.0000769	2
2012	2	5	7	.0000974	3
2012	2	5	7	.0000834	4
2012	2	5	7	.0000711	5
2012	2	5	7	.0000703	6
2012	2	5	7	.000082	7
2012	2	5	7	.0000547	8
2012	2	5	7	.0000588	9
2013	2	1	7	.0000336	1
2013	2	1	7	.0000466	2
2013	2	1	7	.0000457	3
2013	2	1	7	.0000438	4
2013	2	1	7	.0000441	5
2013	2	1	7	.0000421	6
2013	2	1	7	.0000508	7
2013	2	1	7	.0000351	8
2013	2	1	7	.0000294	9
2013	2	2	7	.0000359	1
2013	2	2	7	.0000466	2
2013	2	2	7	.0000518	3
2013	2	2	7	.0000497	4
2013	2	2	7	.0000456	5
2013	2	2	7	.0000446	6
2013	2	2	7	.0000605	7
2013	2	2	7	.0000402	8
2013	2	2	7	.0000326	9
2013	2	3	7	.0000366	1
2013	2	3	7	.000053	2
2013	2	3	7	.0000612	3
2013	2	3	7	.0000568	4
2013	2	3	7	.0000479	5
2013	2	3	7	.0000492	6
2013	2	3	7	.0000647	7
2013	2	3	7	.0000449	8
2013	2	3	7	.000036	9
2013	2	4	7	.0000398	1
2013	2	4	7	.0000622	2
2013	2	4	7	.0000763	3
2013	2	4	7	.0000719	4
2013	2	4	7	.000056	5
2013	2	4	7	.0000581	6
2013	2	4	7	.000073	7
2013	2	4	7	.0000505	8
2013	2	4	7	.000045	9
2013	2	5	7	.0000393	1
2013	2	5	7	.0000769	2
2013	2	5	7	.0000974	3
2013	2	5	7	.0000834	4
2013	2	5	7	.0000711	5
2013	2	5	7	.0000703	6
2013	2	5	7	.000082	7
2013	2	5	7	.0000547	8
2013	2	5	7	.0000588	9
2014	2	1	7	.0000336	1
2014	2	1	7	.0000466	2
2014	2	1	7	.0000457	3
2014	2	1	7	.0000438	4
2014	2	1	7	.0000441	5
2014	2	1	7	.0000421	6
2014	2	1	7	.0000508	7
2014	2	1	7	.0000351	8
2014	2	1	7	.0000294	9
2014	2	2	7	.0000359	1
2014	2	2	7	.0000466	2
2014	2	2	7	.0000518	3
2014	2	2	7	.0000497	4
2014	2	2	7	.0000456	5
2014	2	2	7	.0000446	6
2014	2	2	7	.0000605	7
2014	2	2	7	.0000402	8
2014	2	2	7	.0000326	9
2014	2	3	7	.0000366	1
2014	2	3	7	.000053	2
2014	2	3	7	.0000612	3
2014	2	3	7	.0000568	4
2014	2	3	7	.0000479	5
2014	2	3	7	.0000492	6
2014	2	3	7	.0000647	7
2014	2	3	7	.0000449	8
2014	2	3	7	.000036	9
2014	2	4	7	.0000398	1
2014	2	4	7	.0000622	2
2014	2	4	7	.0000763	3
2014	2	4	7	.0000719	4
2014	2	4	7	.000056	5
2014	2	4	7	.0000581	6
2014	2	4	7	.000073	7
2014	2	4	7	.0000505	8
2014	2	4	7	.000045	9
2014	2	5	7	.0000393	1
2014	2	5	7	.0000769	2
2014	2	5	7	.0000974	3
2014	2	5	7	.0000834	4
2014	2	5	7	.0000711	5
2014	2	5	7	.0000703	6
2014	2	5	7	.000082	7
2014	2	5	7	.0000547	8
2014	2	5	7	.0000588	9
2015	2	1	7	.0000336	1
2015	2	1	7	.0000466	2
2015	2	1	7	.0000457	3
2015	2	1	7	.0000438	4
2015	2	1	7	.0000441	5
2015	2	1	7	.0000421	6
2015	2	1	7	.0000508	7
2015	2	1	7	.0000351	8
2015	2	1	7	.0000294	9
2015	2	2	7	.0000359	1
2015	2	2	7	.0000466	2
2015	2	2	7	.0000518	3
2015	2	2	7	.0000497	4
2015	2	2	7	.0000456	5
2015	2	2	7	.0000446	6
2015	2	2	7	.0000605	7
2015	2	2	7	.0000402	8
2015	2	2	7	.0000326	9
2015	2	3	7	.0000366	1
2015	2	3	7	.000053	2
2015	2	3	7	.0000612	3
2015	2	3	7	.0000568	4
2015	2	3	7	.0000479	5
2015	2	3	7	.0000492	6
2015	2	3	7	.0000647	7
2015	2	3	7	.0000449	8
2015	2	3	7	.000036	9
2015	2	4	7	.0000398	1
2015	2	4	7	.0000622	2
2015	2	4	7	.0000763	3
2015	2	4	7	.0000719	4
2015	2	4	7	.000056	5
2015	2	4	7	.0000581	6
2015	2	4	7	.000073	7
2015	2	4	7	.0000505	8
2015	2	4	7	.000045	9
2015	2	5	7	.0000393	1
2015	2	5	7	.0000769	2
2015	2	5	7	.0000974	3
2015	2	5	7	.0000834	4
2015	2	5	7	.0000711	5
2015	2	5	7	.0000703	6
2015	2	5	7	.000082	7
2015	2	5	7	.0000547	8
2015	2	5	7	.0000588	9
2010	1	1	8	.0000433	1
2010	1	1	8	.000063	2
2010	1	1	8	.0000627	3
2010	1	1	8	.0000615	4
2010	1	1	8	.0000655	5
2010	1	1	8	.0000528	6
2010	1	1	8	.0000484	7
2010	1	1	8	.0000584	8
2010	1	1	8	.000052	9
2010	1	2	8	.0000507	1
2010	1	2	8	.0000698	2
2010	1	2	8	.0000726	3
2010	1	2	8	.0000718	4
2010	1	2	8	.0000625	5
2010	1	2	8	.0000636	6
2010	1	2	8	.0000572	7
2010	1	2	8	.0000621	8
2010	1	2	8	.0000617	9
2010	1	3	8	.0000597	1
2010	1	3	8	.0000799	2
2010	1	3	8	.0000893	3
2010	1	3	8	.000083	4
2010	1	3	8	.0000662	5
2010	1	3	8	.0000714	6
2010	1	3	8	.0000676	7
2010	1	3	8	.0000694	8
2010	1	3	8	.0000691	9
2010	1	4	8	.0000712	1
2010	1	4	8	.0000965	2
2010	1	4	8	.0001103	3
2010	1	4	8	.0000987	4
2010	1	4	8	.0000807	5
2010	1	4	8	.0000807	6
2010	1	4	8	.0000824	7
2010	1	4	8	.0000829	8
2010	1	4	8	.0000783	9
2010	1	5	8	.0000871	1
2010	1	5	8	.000121	2
2010	1	5	8	.0001436	3
2010	1	5	8	.0001115	4
2010	1	5	8	.0001065	5
2010	1	5	8	.0000907	6
2010	1	5	8	.0001033	7
2010	1	5	8	.0001005	8
2010	1	5	8	.0000912	9
2011	1	1	8	.0000418	1
2011	1	1	8	.0000636	2
2011	1	1	8	.0000645	3
2011	1	1	8	.0000612	4
2011	1	1	8	.000065	5
2011	1	1	8	.0000517	6
2011	1	1	8	.0000469	7
2011	1	1	8	.0000576	8
2011	1	1	8	.0000506	9
2011	1	2	8	.0000482	1
2011	1	2	8	.0000689	2
2011	1	2	8	.0000734	3
2011	1	2	8	.0000709	4
2011	1	2	8	.0000609	5
2011	1	2	8	.000062	6
2011	1	2	8	.0000547	7
2011	1	2	8	.0000598	8
2011	1	2	8	.0000594	9
2011	1	3	8	.0000562	1
2011	1	3	8	.0000782	2
2011	1	3	8	.000089	3
2011	1	3	8	.000082	4
2011	1	3	8	.0000637	5
2011	1	3	8	.0000695	6
2011	1	3	8	.0000645	7
2011	1	3	8	.0000662	8
2011	1	3	8	.0000657	9
2011	1	4	8	.0000665	1
2011	1	4	8	.0000943	2
2011	1	4	8	.0001095	3
2011	1	4	8	.000098	4
2011	1	4	8	.0000769	5
2011	1	4	8	.0000784	6
2011	1	4	8	.0000787	7
2011	1	4	8	.000079	8
2011	1	4	8	.0000734	9
2011	1	5	8	.000081	1
2011	1	5	8	.0001192	2
2011	1	5	8	.0001421	3
2011	1	5	8	.0001105	4
2011	1	5	8	.0001011	5
2011	1	5	8	.0000876	6
2011	1	5	8	.0000995	7
2011	1	5	8	.0000964	8
2011	1	5	8	.0000841	9
2012	1	1	8	.0000418	1
2012	1	1	8	.0000636	2
2012	1	1	8	.0000645	3
2012	1	1	8	.0000612	4
2012	1	1	8	.000065	5
2012	1	1	8	.0000517	6
2012	1	1	8	.0000469	7
2012	1	1	8	.0000576	8
2012	1	1	8	.0000506	9
2012	1	2	8	.0000482	1
2012	1	2	8	.0000689	2
2012	1	2	8	.0000734	3
2012	1	2	8	.0000709	4
2012	1	2	8	.0000609	5
2012	1	2	8	.000062	6
2012	1	2	8	.0000547	7
2012	1	2	8	.0000598	8
2012	1	2	8	.0000594	9
2012	1	3	8	.0000562	1
2012	1	3	8	.0000782	2
2012	1	3	8	.000089	3
2012	1	3	8	.000082	4
2012	1	3	8	.0000637	5
2012	1	3	8	.0000695	6
2012	1	3	8	.0000645	7
2012	1	3	8	.0000662	8
2012	1	3	8	.0000657	9
2012	1	4	8	.0000665	1
2012	1	4	8	.0000943	2
2012	1	4	8	.0001095	3
2012	1	4	8	.000098	4
2012	1	4	8	.0000769	5
2012	1	4	8	.0000784	6
2012	1	4	8	.0000787	7
2012	1	4	8	.000079	8
2012	1	4	8	.0000734	9
2012	1	5	8	.000081	1
2012	1	5	8	.0001192	2
2012	1	5	8	.0001421	3
2012	1	5	8	.0001105	4
2012	1	5	8	.0001011	5
2012	1	5	8	.0000876	6
2012	1	5	8	.0000995	7
2012	1	5	8	.0000964	8
2012	1	5	8	.0000841	9
2013	1	1	8	.0000418	1
2013	1	1	8	.0000636	2
2013	1	1	8	.0000645	3
2013	1	1	8	.0000612	4
2013	1	1	8	.000065	5
2013	1	1	8	.0000517	6
2013	1	1	8	.0000469	7
2013	1	1	8	.0000576	8
2013	1	1	8	.0000506	9
2013	1	2	8	.0000482	1
2013	1	2	8	.0000689	2
2013	1	2	8	.0000734	3
2013	1	2	8	.0000709	4
2013	1	2	8	.0000609	5
2013	1	2	8	.000062	6
2013	1	2	8	.0000547	7
2013	1	2	8	.0000598	8
2013	1	2	8	.0000594	9
2013	1	3	8	.0000562	1
2013	1	3	8	.0000782	2
2013	1	3	8	.000089	3
2013	1	3	8	.000082	4
2013	1	3	8	.0000637	5
2013	1	3	8	.0000695	6
2013	1	3	8	.0000645	7
2013	1	3	8	.0000662	8
2013	1	3	8	.0000657	9
2013	1	4	8	.0000665	1
2013	1	4	8	.0000943	2
2013	1	4	8	.0001095	3
2013	1	4	8	.000098	4
2013	1	4	8	.0000769	5
2013	1	4	8	.0000784	6
2013	1	4	8	.0000787	7
2013	1	4	8	.000079	8
2013	1	4	8	.0000734	9
2013	1	5	8	.000081	1
2013	1	5	8	.0001192	2
2013	1	5	8	.0001421	3
2013	1	5	8	.0001105	4
2013	1	5	8	.0001011	5
2013	1	5	8	.0000876	6
2013	1	5	8	.0000995	7
2013	1	5	8	.0000964	8
2013	1	5	8	.0000841	9
2014	1	1	8	.0000418	1
2014	1	1	8	.0000636	2
2014	1	1	8	.0000645	3
2014	1	1	8	.0000612	4
2014	1	1	8	.000065	5
2014	1	1	8	.0000517	6
2014	1	1	8	.0000469	7
2014	1	1	8	.0000576	8
2014	1	1	8	.0000506	9
2014	1	2	8	.0000482	1
2014	1	2	8	.0000689	2
2014	1	2	8	.0000734	3
2014	1	2	8	.0000709	4
2014	1	2	8	.0000609	5
2014	1	2	8	.000062	6
2014	1	2	8	.0000547	7
2014	1	2	8	.0000598	8
2014	1	2	8	.0000594	9
2014	1	3	8	.0000562	1
2014	1	3	8	.0000782	2
2014	1	3	8	.000089	3
2014	1	3	8	.000082	4
2014	1	3	8	.0000637	5
2014	1	3	8	.0000695	6
2014	1	3	8	.0000645	7
2014	1	3	8	.0000662	8
2014	1	3	8	.0000657	9
2014	1	4	8	.0000665	1
2014	1	4	8	.0000943	2
2014	1	4	8	.0001095	3
2014	1	4	8	.000098	4
2014	1	4	8	.0000769	5
2014	1	4	8	.0000784	6
2014	1	4	8	.0000787	7
2014	1	4	8	.000079	8
2014	1	4	8	.0000734	9
2014	1	5	8	.000081	1
2014	1	5	8	.0001192	2
2014	1	5	8	.0001421	3
2014	1	5	8	.0001105	4
2014	1	5	8	.0001011	5
2014	1	5	8	.0000876	6
2014	1	5	8	.0000995	7
2014	1	5	8	.0000964	8
2014	1	5	8	.0000841	9
2015	1	1	8	.0000418	1
2015	1	1	8	.0000636	2
2015	1	1	8	.0000645	3
2015	1	1	8	.0000612	4
2015	1	1	8	.000065	5
2015	1	1	8	.0000517	6
2015	1	1	8	.0000469	7
2015	1	1	8	.0000576	8
2015	1	1	8	.0000506	9
2015	1	2	8	.0000482	1
2015	1	2	8	.0000689	2
2015	1	2	8	.0000734	3
2015	1	2	8	.0000709	4
2015	1	2	8	.0000609	5
2015	1	2	8	.000062	6
2015	1	2	8	.0000547	7
2015	1	2	8	.0000598	8
2015	1	2	8	.0000594	9
2015	1	3	8	.0000562	1
2015	1	3	8	.0000782	2
2015	1	3	8	.000089	3
2015	1	3	8	.000082	4
2015	1	3	8	.0000637	5
2015	1	3	8	.0000695	6
2015	1	3	8	.0000645	7
2015	1	3	8	.0000662	8
2015	1	3	8	.0000657	9
2015	1	4	8	.0000665	1
2015	1	4	8	.0000943	2
2015	1	4	8	.0001095	3
2015	1	4	8	.000098	4
2015	1	4	8	.0000769	5
2015	1	4	8	.0000784	6
2015	1	4	8	.0000787	7
2015	1	4	8	.000079	8
2015	1	4	8	.0000734	9
2015	1	5	8	.000081	1
2015	1	5	8	.0001192	2
2015	1	5	8	.0001421	3
2015	1	5	8	.0001105	4
2015	1	5	8	.0001011	5
2015	1	5	8	.0000876	6
2015	1	5	8	.0000995	7
2015	1	5	8	.0000964	8
2015	1	5	8	.0000841	9
2010	2	1	8	.0000339	1
2010	2	1	8	.0000486	2
2010	2	1	8	.0000463	3
2010	2	1	8	.0000453	4
2010	2	1	8	.0000493	5
2010	2	1	8	.0000432	6
2010	2	1	8	.0000515	7
2010	2	1	8	.000038	8
2010	2	1	8	.0000347	9
2010	2	2	8	.0000374	1
2010	2	2	8	.0000486	2
2010	2	2	8	.0000522	3
2010	2	2	8	.0000512	4
2010	2	2	8	.0000505	5
2010	2	2	8	.0000463	6
2010	2	2	8	.0000614	7
2010	2	2	8	.0000439	8
2010	2	2	8	.0000375	9
2010	2	3	8	.0000395	1
